model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,kafka_streaming,flink_ops,spark_sla,retention_compliance,s3_tiering,build_vs_buy,soc2_compat,onboarding_screens,progressive_disclosure,365day_cost
gemini-2.0-flash,google,0.75,coord_first,2,2793,931,4096,0.9,0.9,4408,70,0.0004688,1138.472709000098,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,0,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1160.5354169998918,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,1,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1257.337624999991,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,3,2793,931,4096,0.9,0.9,4408,70,0.0004688,1111.2722079999457,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,1,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1235.4907920000642,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,4,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1106.5225419999933,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,3,3351,373,4096,0.9,0.9,4481,70,0.0004761,1125.1054580000073,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,5,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1087.9664999999932,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,6,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1169.3180409999968,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,0,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1231.3810830000875,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,2,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1176.918207999961,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,2,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1243.3304999999564,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,3,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1281.3894580001488,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,2,2793,931,4096,0.9,0.9,4408,70,0.0004688,1206.4311669998915,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,4,3351,373,4096,0.9,0.9,4481,70,0.0004761,1199.0353329999834,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,4,931,2793,4096,0.9,0.9,4220,70,0.00045,1187.2411249999004,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,5,931,2793,4096,0.9,0.9,4220,75,0.000452,1221.8298750001395,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,4,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1259.090125000057,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,1,3351,373,4096,0.9,0.9,4481,70,0.0004761,1111.3770419999582,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,3,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1239.547249999987,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,6,931,2793,4096,0.9,0.9,4220,70,0.00045,1104.2259169998943,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,1,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1218.7227499998698,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,1,931,2793,4096,0.9,0.9,4220,75,0.000452,1566.9267920000038,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,7,931,2793,4096,0.9,0.9,4220,75,0.000452,1846.2035000000014,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,2,931,2793,4096,0.9,0.9,4220,75,0.000452,1291.9020839999575,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,3,931,2793,4096,0.9,0.9,4220,75,0.000452,1233.0780830000094,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,3,2793,931,4096,0.9,0.9,4408,70,0.0004688,1166.4830830000028,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,4,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1318.7576249999893,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,2,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1344.740666000007,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,5,3351,373,4096,0.9,0.9,4481,70,0.0004761,1075.1975829998628,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,5,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1192.6833749998877,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,8,931,2793,4096,0.9,0.9,4220,75,0.000452,1236.0857500000293,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,6,3351,373,4096,0.9,0.9,4481,70,0.0004761,1103.8115829999242,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,2,3351,373,4096,0.9,0.9,4481,70,0.0004761,1165.0115840000126,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,3,3351,373,4096,0.9,0.9,4481,70,0.0004761,1194.5163329999104,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,7,3351,373,4096,0.9,0.9,4481,70,0.0004761,1186.4214579998134,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,4,3351,373,4096,0.9,0.9,4481,70,0.0004761,1119.683833000181,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,4,931,2793,4096,0.9,0.9,4220,75,0.000452,1282.2660839999571,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,8,3351,373,4096,0.9,0.9,4481,70,0.0004761,1159.0862089999519,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,9,931,2793,4096,0.9,0.9,4220,70,0.00045,1113.6295830001472,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,4,2793,931,4096,0.9,0.9,4408,70,0.0004688,1095.4809170000317,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,5,3351,373,4096,0.9,0.9,4481,70,0.0004761,1104.7551249998833,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,5,2793,931,4096,0.9,0.9,4408,70,0.0004688,1208.6892080001235,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,3,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1143.9587499999107,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,10,931,2793,4096,0.9,0.9,4220,70,0.00045,1188.730416999988,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,11,931,2793,4096,0.9,0.9,4220,75,0.000452,1294.7627920000286,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,6,3351,373,4096,0.9,0.9,4481,70,0.0004761,1110.6593750000684,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,5,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1155.6612500000938,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,5,931,2793,4096,0.9,0.9,4220,75,0.000452,1315.7892909998736,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,4,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1231.2328749999324,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,reason_first,6,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1272.741958999859,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,coord_first,6,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1268.6850829998093,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,7,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1249.9177079998844,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,7,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1268.7516670000605,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,9,3351,373,4096,0.9,0.9,4481,70,0.0004761,1114.0440840001702,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,12,931,2793,4096,0.9,0.9,4220,70,0.00045,1164.8023750001357,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,10,3351,373,4096,0.9,0.9,4481,70,0.0004761,1086.3621659998444,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,11,3351,373,4096,0.9,0.9,4481,70,0.0004761,1142.3264159998325,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,6,931,2793,4096,0.9,0.9,4220,75,0.000452,1347.5472910001827,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,7,3351,373,4096,0.9,0.9,4481,70,0.0004761,1173.4261669998887,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,7,931,2793,4096,0.9,0.9,4220,75,0.000452,1337.753166000084,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,4,2793,931,4096,0.9,0.9,4408,70,0.0004688,1183.3429169998908,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,6,2793,931,4096,0.9,0.9,4408,70,0.0004688,1218.9820419998796,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,8,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1111.3552500000878,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,5,2793,931,4096,0.9,0.9,4408,70,0.0004688,1150.5398750000495,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,7,2793,931,4096,0.9,0.9,4408,70,0.0004688,1186.073166999904,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,8,2793,931,4096,0.9,0.9,4408,70,0.0004688,1360.9832910001387,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,9,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1188.1477089998498,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,6,2793,931,4096,0.9,0.9,4408,70,0.0004688,1267.512375000024,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,10,1862,1862,4096,0.9,0.9,4316,70,0.0004596,4089.994499999875,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,11,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1282.2401670000545,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,9,2793,931,4096,0.9,0.9,4408,70,0.0004688,1245.5469579999772,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,10,2793,931,4096,0.9,0.9,4408,70,0.0004688,1182.2781670000495,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,8,3351,373,4096,0.9,0.9,4481,70,0.0004761,1185.0692909999907,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,13,931,2793,4096,0.9,0.9,4220,70,0.00045,1313.7246249998498,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,7,2793,931,4096,0.9,0.9,4408,70,0.0004688,1308.1852089999302,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,5,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1384.5577500001127,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,6,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1351.241957999946,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,14,931,2793,4096,0.9,0.9,4220,70,0.00045,1251.698167000086,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,12,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1162.6342089998616,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,12,3351,373,4096,0.9,0.9,4481,70,0.0004761,1163.7622499999907,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,13,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1206.3625000000684,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,11,2793,931,4096,0.9,0.9,4408,70,0.0004688,1155.7588329999362,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,8,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1188.0089999999655,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,8,931,2793,4096,0.9,0.9,4220,75,0.000452,1254.8972920001233,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,12,2793,931,4096,0.9,0.9,4408,70,0.0004688,1272.7207500001896,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,9,3351,373,4096,0.9,0.9,4481,70,0.0004761,1193.9074580000124,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,8,2793,931,4096,0.9,0.9,4408,70,0.0004688,1149.9450420001267,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,7,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1253.2542500000545,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,9,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1225.3625000000739,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,7,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1302.461624999978,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,coord_first,13,3351,373,4096,0.9,0.9,4481,70,0.0004761,1197.389042000168,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,14,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1275.4155840000294,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,8,0,3724,4096,0.9,0.9,4129,83,0.0004461,1275.0410830001329,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,13,2793,931,4096,0.9,0.9,4408,70,0.0004688,1168.5957079998843,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,10,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1170.0396660000933,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,15,931,2793,4096,0.9,0.9,4220,75,0.000452,1329.3758749998688,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,9,0,3724,4096,0.9,0.9,4129,89,0.00044850000000000006,1441.449417000058,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,9,931,2793,4096,0.9,0.9,4220,75,0.000452,1316.6264579999734,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,10,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1248.795416999883,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,11,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1177.6257499998337,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,10,931,2793,4096,0.9,0.9,4220,75,0.000452,1292.6105830001688,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,12,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1279.5313339997847,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,14,2793,931,4096,0.9,0.9,4408,70,0.0004688,1145.8684169999742,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,8,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1252.4993330000598,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,16,931,2793,4096,0.9,0.9,4220,70,0.00045,1314.7160410001106,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,11,931,2793,4096,0.9,0.9,4220,75,0.000452,1302.8470829999605,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,14,3351,373,4096,0.9,0.9,4481,70,0.0004761,1161.223209000127,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,13,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1173.720208000077,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,9,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1247.449749999987,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.5,reason_first,14,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1251.5893330000836,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,11,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1250.8690829999978,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,9,2793,931,4096,0.9,0.9,4408,70,0.0004688,1197.7594169998156,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,17,931,2793,4096,0.9,0.9,4220,70,0.00045,1204.9076250000326,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,15,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1173.6812090000512,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,reason_first,18,931,2793,4096,0.9,0.9,4220,70,0.00045,1227.4372500000936,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,10,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1253.2250409999506,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,reason_first,19,931,2793,4096,0.9,0.9,4220,70,0.00045,1295.2842090001013,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,10,2793,931,4096,0.9,0.9,4408,70,0.0004688,1197.7395420001358,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,11,2793,931,4096,0.9,0.9,4408,70,0.0004688,1306.8475840000247,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,11,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1244.7400839998863,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.9,reason_first,10,3351,373,4096,0.9,0.9,4481,70,0.0004761,1217.146750000211,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,12,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1241.5965000000142,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,reason_first,15,2793,931,4096,0.9,0.9,4408,70,0.0004688,1114.3904999998995,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,11,3351,373,4096,0.9,0.9,4481,70,0.0004761,1181.1817919999612,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,15,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1205.0862500000221,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,15,3351,373,4096,0.9,0.9,4481,70,0.0004761,1161.6918330000772,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,reason_first,13,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1255.5468749999363,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.75,coord_first,12,2793,931,4096,0.9,0.9,4408,70,0.0004688,1265.358290999984,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,16,3351,373,4096,0.9,0.9,4481,70,0.0004761,1109.2840829999204,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,13,2793,931,4096,0.9,0.9,4408,70,0.0004688,1252.501041999949,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.25,coord_first,12,931,2793,4096,0.9,0.9,4220,75,0.000452,1229.9664160000248,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,coord_first,17,3351,373,4096,0.9,0.9,4481,70,0.0004761,1181.306665999955,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,14,2793,931,4096,0.9,0.9,4408,70,0.0004688,1173.213166999858,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,16,2793,931,4096,0.9,0.9,4408,70,0.0004688,1177.5026249999883,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,16,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1283.3884170001966,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,reason_first,16,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1144.5607080001992,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,reason_first,17,2793,931,4096,0.9,0.9,4408,70,0.0004688,1165.6630420000056,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,15,2793,931,4096,0.9,0.9,4408,70,0.0004688,1247.0037499999762,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,12,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1206.6820420000113,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,13,931,2793,4096,0.9,0.9,4220,75,0.000452,1292.3168330000863,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,17,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1174.0277910000714,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,12,3351,373,4096,0.9,0.9,4481,70,0.0004761,1057.6157909999893,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.75,coord_first,16,2793,931,4096,0.9,0.9,4408,70,0.0004688,1200.1662499999384,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,13,3351,373,4096,0.9,0.9,4481,70,0.0004761,1125.5322079998678,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.5,coord_first,18,1862,1862,4096,0.9,0.9,4316,70,0.0004596,1177.6399160000892,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.9,reason_first,14,3351,373,4096,0.9,0.9,4481,70,0.0004761,1132.4143339998045,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,13,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1240.0469169999724,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,14,931,2793,4096,0.9,0.9,4220,75,0.000452,1273.5964589999185,1,1,1,1,1,1,1,1,1,0
gemini-2.0-flash,google,0.0,coord_first,14,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1225.548291999985,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.0,coord_first,15,0,3724,4096,0.9,0.9,4129,70,0.00044090000000000004,1211.0525000000507,1,1,1,0,1,1,1,1,1,1
gemini-2.0-flash,google,0.25,coord_first,15,931,2793,4096,0.9,0.9,4220,75,0.000452,1281.8837499999063,1,1,1,1,1,1,1,1,1,0
