model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,crdt_throughput,mls_rfc,three_encryption_options,recommends_option_b,pg_limit,redis_pubsub_rate,redis_streams_latency,prosemirror_richtext,backend_rampup,infra_migration_weeks
gpt-4.1-mini,openai,0.0,coord_first,2,0,7855,8192,0.9,1.0,8257,1024,0.004941200000000001,15363.488041999972,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,4,5891,1964,8192,0.9,1.0,8196,1024,0.0049168,15413.580166999964,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,2,1963,5892,8192,0.8,1.0,8239,1024,0.004934,16678.152540999916,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,2,7069,786,8192,0.8,1.0,8186,1024,0.0049128,24006.186957999944,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,3,7069,786,8192,0.8,1.0,8186,1024,0.0049128,17371.512082999972,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,3,1963,5892,8192,0.8,1.0,8239,1024,0.004934,14207.06112500011,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,2,3927,3928,8192,0.8,1.0,8219,1024,0.004926,15424.095333999958,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,1,7069,786,8192,0.7,0.875,8186,1024,0.0049128,14365.807542000084,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,3,3927,3928,8192,0.9,1.0,8219,1024,0.004926,22375.997833000154,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,0,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,16740.031666999814,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,4,1963,5892,8192,0.8,1.0,8239,1024,0.004934,18565.616500000033,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,2,7069,786,8192,0.8,1.0,8186,1024,0.0049128,18521.91400000015,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,5,1963,5892,8192,0.8,1.0,8239,1024,0.004934,14699.778790999972,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,4,7069,786,8192,0.9,0.875,8186,1024,0.0049128,14229.044292000026,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,3,1963,5892,8192,0.8,1.0,8239,1024,0.004934,15513.72441600006,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,1,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,16557.12625000001,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,3,7069,786,8192,0.8,1.0,8186,1024,0.0049128,21779.54466699998,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,4,1963,5892,8192,0.8,1.0,8239,1024,0.004934,15529.317750000018,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,2,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,16814.005082999982,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,5,7069,786,8192,0.8,1.0,8186,1024,0.0049128,16158.569499999885,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,3,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,19841.957459000012,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,1,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,24414.00512500013,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,2,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,16135.886832999859,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,3,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,19730.812499999956,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,6,7069,786,8192,0.7,0.875,8186,1024,0.0049128,18080.561166999814,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,5,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,20916.45600000015,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,4,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,15951.107874999934,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,2,5891,1964,8192,0.7,0.875,8195,1024,0.0049164,13136.623624999856,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,5,1963,5892,8192,0.7,0.875,8239,1024,0.004934,26631.444166000165,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,4,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,19691.48508299986,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,7,7069,786,8192,0.8,1.0,8186,1024,0.0049128,20780.42720800022,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,6,1963,5892,8192,0.8,1.0,8239,1024,0.004934,16642.036707999978,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,8,7069,786,8192,0.8,1.0,8186,1024,0.0049128,26178.451292000318,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,4,3927,3928,8192,0.8,1.0,8219,1024,0.004926,14842.408250000062,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,5,0,7855,8192,0.8,1.0,8257,1011,0.0049204,18005.10866700006,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,6,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,15477.784791999966,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,3,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,14597.748208999747,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,4,0,7855,8192,0.8,1.0,8257,997,0.004898,16377.669792000233,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,5,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,16008.714667000277,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,6,1963,5892,8192,0.7,0.875,8239,1024,0.004934,17549.761292000312,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,5,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,19394.78154199969,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,6,0,7855,8192,0.8,1.0,8257,970,0.0048548,19260.49808300013,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,3,5891,1964,8192,0.7,0.875,8195,1024,0.0049164,12651.665833000152,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,4,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,19395.59104199998,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,7,1963,5892,8192,0.8,1.0,8239,1024,0.004934,13333.606041999701,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,6,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,19918.235417000233,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,7,1963,5892,8192,0.8,1.0,8239,1024,0.004934,19605.136457999834,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,6,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,16240.407624999989,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,5,5891,1964,8192,0.7,0.875,8195,1024,0.0049164,20650.76533299998,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,7,3927,3928,8192,0.7,0.875,8218,1024,0.0049256000000000005,19611.982540999634,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,5,3927,3928,8192,0.7,0.875,8219,1024,0.004926,14043.289583999922,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,8,1963,5892,8192,0.9,1.0,8239,1024,0.004934,16554.79491599999,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,9,7069,786,8192,0.8,1.0,8186,1024,0.0049128,17813.711417000377,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,6,3927,3928,8192,0.8,1.0,8219,1024,0.004926,32476.940125000056,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,6,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,14323.855999999978,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,7,3927,3928,8192,0.8,1.0,8219,1024,0.004926,22579.191333999916,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,4,7069,786,8192,0.8,1.0,8186,982,0.0048456,12671.583249999912,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,7,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,16196.168625000155,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,9,1963,5892,8192,0.8,1.0,8239,1024,0.004934,14311.548041000151,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,8,3927,3928,8192,0.8,1.0,8219,1024,0.004926,26399.392875000103,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,9,3927,3928,8192,0.8,1.0,8219,1024,0.004926,13969.096291999904,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,8,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,14656.47616699971,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,10,1963,5892,8192,0.8,1.0,8239,1024,0.004934,13631.143667000288,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,11,1963,5892,8192,0.7,0.875,8239,1024,0.004934,10494.453125000291,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,7,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,15710.355416999846,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,8,3927,3928,8192,0.9,1.0,8218,1024,0.0049256000000000005,20842.326250000042,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,5,7069,786,8192,0.8,0.875,8186,1024,0.0049128,15849.502167000082,0,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,6,7069,786,8192,0.7,0.875,8186,1024,0.0049128,16393.12520800013,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,7,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,17328.95224999993,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,10,7069,786,8192,0.8,1.0,8186,1024,0.0049128,17617.533542000274,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,8,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,14352.934083000036,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,7,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,17277.397292000387,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,8,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,19173.62358399987,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,8,5891,1964,8192,0.7,0.875,8195,1024,0.0049164,19259.094416999687,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,9,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,37306.905375000046,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,7,7069,786,8192,0.8,1.0,8186,1024,0.0049128,58016.756083000015,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,9,0,7855,8192,0.8,1.0,8257,1002,0.004906,23277.78575000002,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,9,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,31749.207249999927,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,11,7069,786,8192,0.7,0.875,8186,1024,0.0049128,15616.203832999872,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,reason_first,12,7069,786,8192,0.8,1.0,8186,1024,0.0049128,37122.87370800004,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,9,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,19296.588624999913,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,8,1963,5892,8192,0.8,1.0,8239,1024,0.004934,23831.474541999796,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,13,7069,786,8192,0.8,1.0,8186,1024,0.0049128,16898.717583000234,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,10,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,17957.873625000047,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,10,3927,3928,8192,0.8,1.0,8219,1024,0.004926,20527.406374999828,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,10,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,17659.043125000153,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,9,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,18059.16833299989,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,9,1963,5892,8192,0.8,1.0,8239,1024,0.004934,18052.586041999803,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,10,5891,1964,8192,0.9,1.0,8196,1024,0.0049168,18977.516458000082,1,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,10,3927,3928,8192,0.7,0.875,8218,1024,0.0049256000000000005,33196.991582999995,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,10,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,18711.885665999944,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,11,3927,3928,8192,0.7,0.875,8218,1024,0.0049256000000000005,16575.261041999966,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,reason_first,14,7069,786,8192,0.7,0.875,8186,1024,0.0049128,24565.225834000103,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,11,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,19822.826416000225,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,11,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,15217.68450000036,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,10,1963,5892,8192,0.8,1.0,8239,1024,0.004934,21989.623666999705,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,11,5891,1964,8192,0.9,1.0,8196,1024,0.0049168,25330.398499999774,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,8,7069,786,8192,0.8,1.0,8186,1024,0.0049128,20793.930167000326,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,11,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,17684.541374999753,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,9,7069,786,8192,0.8,1.0,8186,1024,0.0049128,16022.190791999947,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,12,0,7855,8192,0.9,1.0,8257,1024,0.004941200000000001,23386.524417000146,1,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,12,1963,5892,8192,0.8,1.0,8239,1024,0.004934,13753.545000000031,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,11,3927,3928,8192,0.8,1.0,8219,1024,0.004926,21339.320916999895,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,12,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,15569.014249999782,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,12,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,16456.193583000186,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,10,7069,786,8192,0.8,1.0,8186,1024,0.0049128,16885.06308299975,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,12,3927,3928,8192,0.8,1.0,8219,1024,0.004926,14709.146000000146,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,13,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,15901.006958999915,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,11,7069,786,8192,0.8,1.0,8186,1024,0.0049128,20175.394917000176,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,13,0,7855,8192,0.8,1.0,8257,974,0.0048612,16407.130415999745,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,14,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,16907.29791600006,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,15,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,17207.086708000134,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,12,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,17129.732458000035,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,13,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,16250.93458299989,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,14,0,7855,8192,0.8,1.0,8257,997,0.004898,22516.297832999953,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,12,7069,786,8192,0.9,1.0,8186,1024,0.0049128,13449.025791999702,1,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,13,3927,3928,8192,0.8,1.0,8219,1024,0.004926,17183.300749999944,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,13,1963,5892,8192,0.8,1.0,8239,1024,0.004934,14811.850458000208,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,15,7069,786,8192,0.8,1.0,8186,1024,0.0049128,13986.31000000023,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,13,7069,786,8192,0.8,1.0,8186,1024,0.0049128,16098.261708999871,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,14,7069,786,8192,0.8,1.0,8186,1024,0.0049128,14828.504416000214,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,15,7069,786,8192,0.8,1.0,8186,1024,0.0049128,13555.047416999969,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,11,1963,5892,8192,0.8,1.0,8239,1024,0.004934,18010.548124999787,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,12,1963,5892,8192,0.7,0.875,8239,1024,0.004934,14186.587749999944,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,12,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,22444.40462500006,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,14,5891,1964,8192,0.8,0.875,8195,1024,0.0049164,14687.860791000276,0,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,15,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,14900.811458000135,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,13,3927,3928,8192,1.0,1.0,8218,1024,0.0049256000000000005,18547.94504200072,1,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,14,3927,3928,8192,0.8,1.0,8219,1024,0.004926,17579.31062500029,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,14,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,18477.011082999525,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,15,3927,3928,8192,0.9,1.0,8219,1024,0.004926,20780.612665999797,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,15,0,7855,8192,0.8,1.0,8257,1024,0.004941200000000001,18613.87491700043,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,15,3927,3928,8192,0.7,0.875,8218,1024,0.0049256000000000005,17604.04120899966,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,16,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,19799.37283399977,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,13,5891,1964,8192,0.8,1.0,8196,1024,0.0049168,20951.968916000624,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,13,1963,5892,8192,0.8,1.0,8239,1024,0.004934,30438.16033299936,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,17,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,19415.665417000127,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,14,1963,5892,8192,0.8,1.0,8239,1024,0.004934,18706.48733300004,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,reason_first,14,5891,1964,8192,0.9,1.0,8196,1024,0.0049168,21825.558125000498,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,15,1963,5892,8192,0.8,1.0,8239,1024,0.004934,23990.133541999967,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,16,7069,786,8192,0.8,1.0,8186,1024,0.0049128,18430.157541999506,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,reason_first,16,1963,5892,8192,0.8,1.0,8239,1024,0.004934,17427.63633300001,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,16,0,7855,8192,0.8,1.0,8257,1023,0.004939600000000001,15667.468499999814,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,coord_first,16,0,7855,8192,0.8,1.0,8257,993,0.0048916,14463.641917000132,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,16,7069,786,8192,0.8,1.0,8186,1024,0.0049128,15257.004041000073,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,reason_first,18,3927,3928,8192,0.8,1.0,8218,1024,0.0049256000000000005,15571.28904199999,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.75,coord_first,16,5891,1964,8192,0.8,1.0,8195,1024,0.0049164,19004.411750000145,0,0,1,1,1,1,1,1,1,1
